"","Lake_ID","target_taxon","density_NopL","survey","classic_group","biomass_ugL"
"901","07-015","Bosmina.longirostris",0.190985485103132,"Lake Pulse","cladocera",0.269501544
"902","07-015","Diaphanosoma.brachyurum",2.29182582123759,"Lake Pulse","cladocera",3.235794926
"903","07-016","Daphnia",0.191771433601499,"Lake Pulse","cladocera",5.401584757
"904","07-016","Mesocyclops.edax",9.32009167303285,"Lake Pulse","copepoda",32.21076622
"905","07-016","Tropocyclops.prasinus",1.03556574144809,"Lake Pulse","copepoda",1.029697079
"906","07-016","Leptodiaptomus.minutus",39.5049153219088,"Lake Pulse","copepoda",103.7322709
"907","07-016","Bosmina.longirostris",0.383542867202998,"Lake Pulse","cladocera",0.258876655
"908","07-016","Diaphanosoma.brachyurum",0.958857168007495,"Lake Pulse","cladocera",0.397598283
"909","07-019","Daphnia.catawba",0.604390722587533,"Lake Pulse","cladocera",7.750913235
"910","07-019","Mesocyclops.edax",9.14469441132442,"Lake Pulse","copepoda",25.35165302
"911","07-019","Leptodiaptomus.minutus",3.60006647802139,"Lake Pulse","copepoda",8.584360017
"912","07-019","Bosmina.longirostris",0.131389287519029,"Lake Pulse","cladocera",0.098960721
"913","07-019","Eubosmina.tubicen",0.0262778575038058,"Lake Pulse","cladocera",0.033363869
"914","07-020","Cyclopoida",5.12831395184335,"Lake Pulse","copepoda",1.839533907
"915","07-020","Bosmina.longirostris",241.030755736637,"Lake Pulse","cladocera",178.7425772
"916","07-021","Cyclopoida",1.14591291061879,"Lake Pulse","copepoda",1.359735743
"917","07-021","Leptodiaptomus.minutus",21.0847975553857,"Lake Pulse","copepoda",40.12343536
"918","07-021","Bosmina.longirostris",25.3246753246753,"Lake Pulse","cladocera",9.29572209
"919","07-021","Diaphanosoma.brachyurum",0.572956455309395,"Lake Pulse","cladocera",0.170817528
"920","07-022","Daphnia.catawba",2.18612316281573,"Lake Pulse","cladocera",6.862543381
"921","07-022","Cyclopoida",0.8328088239298,"Lake Pulse","copepoda",1.358163174
"922","07-022","Leptodiaptomus.minutus",24.0317396255243,"Lake Pulse","copepoda",44.05275379
"923","07-022","Skistodiaptomus.pygmaeus",1.26482840134338,"Lake Pulse","copepoda",4.075024085
"924","07-022","Bosmina.longirostris",6.6624705914384,"Lake Pulse","cladocera",8.464077022
"925","07-022","Diaphanosoma.birgei",0.20820220598245,"Lake Pulse","cladocera",0.356647555
"926","07-022","Diaphanosoma.brachyurum",0.4164044119649,"Lake Pulse","cladocera",0.23176178
"927","07-023","Mesocyclops.edax",10.4924124531968,"Lake Pulse","copepoda",43.97071813
"928","07-023","Epischura.lacustris",0.11789227475502,"Lake Pulse","copepoda",0.704512017
"929","07-023","Leptodiaptomus.minutus",21.4563940054136,"Lake Pulse","copepoda",40.64238632
"930","07-023","Bosmina.longirostris",2.3578454951004,"Lake Pulse","cladocera",1.334913527
"931","07-023","Diaphanosoma.brachyurum",2.9473068688755,"Lake Pulse","cladocera",1.334937344
"932","07-023","Eubosmina.tubicen",26.0541927208594,"Lake Pulse","cladocera",17.5412906
"933","07-023","Holopedium.glacialis",14.0291806958474,"Lake Pulse","cladocera",23.25239872
"934","07-024","Cyclopoida",0.239785492911133,"Lake Pulse","copepoda",0.143858001
"935","07-024","Calanoida",0.020850912427055,"Lake Pulse","copepoda",0.025410322
"936","07-024","Bosmina.longirostris",2.31445127940311,"Lake Pulse","cladocera",0.984684668
"937","07-024","Camptocercus",0.0104254562135275,"Lake Pulse","cladocera",0.044839386
"938","07-024","Diaphanosoma.brachyurum",0.0104254562135275,"Lake Pulse","cladocera",0.002824745
"939","07-024","Eubosmina.longispina",1.15722563970155,"Lake Pulse","cladocera",0.56062296
"940","07-024","Holopedium.glacialis",0.0312763686405825,"Lake Pulse","cladocera",0.058338306
"941","07-025","Daphnia",0.0712007290954659,"Lake Pulse","cladocera",0.511714087
"942","07-025","Mesocyclops.edax",0.640806561859193,"Lake Pulse","copepoda",3.260456535
"943","07-025","Leptodiaptomus.minutus",5.34005468215994,"Lake Pulse","copepoda",14.21784629
"944","07-025","Eubosmina.longispina",16.2337662337662,"Lake Pulse","cladocera",22.11507579
"945","07-028","Daphnia.retrocurva",0.187634862557463,"Lake Pulse","cladocera",0.441249261
"946","07-028","Mesocyclops.edax",2.70194202082747,"Lake Pulse","copepoda",6.498037247
"947","07-028","Tropocyclops.prasinus",1.80129468055164,"Lake Pulse","copepoda",1.554319071
"948","07-028","Leptodiaptomus.minutus",37.7146073740501,"Lake Pulse","copepoda",52.63933106
"949","07-028","Diaphanosoma.brachyurum",13.5097101041373,"Lake Pulse","cladocera",15.01087415
"950","07-028","Eubosmina.longispina",3.00215780091941,"Lake Pulse","cladocera",3.001461648
"951","07-029","Cyclopoida",0.163616848608602,"Lake Pulse","copepoda",0.262223298
"952","07-029","Calanoida",0.11304436812958,"Lake Pulse","copepoda",0.229541682
"953","07-029","Bosmina.longirostris",0.199315070123207,"Lake Pulse","cladocera",0.18591386
"954","07-029","Chydorus.sphaericus",0.00297485179288368,"Lake Pulse","cladocera",0.00071941
"955","07-030","Hapracticoida",0.0331572022748493,"Lake Pulse",NA,0.036117129
"956","07-030","Daphnia.galeata.mendotae",4.27727909345556,"Lake Pulse","cladocera",17.05123986
"957","07-030","Mesocyclops.edax",0.34839089346762,"Lake Pulse","copepoda",5.105911054
"958","07-030","Tropocyclops.prasinus",4.45940343638552,"Lake Pulse","copepoda",4.104972716
"959","07-030","Epischura.lacustris",0.10425102336867,"Lake Pulse","copepoda",1.74010823
"960","07-030","Leptodiaptomus.minutus",10.425102336867,"Lake Pulse","copepoda",24.11178311
"961","07-030","Skistodiaptomus.reighardi",1.0425102336867,"Lake Pulse","copepoda",6.269542079
"962","07-030","Bosmina.longirostris",0.0994716068245479,"Lake Pulse","cladocera",0.036961858
"963","07-030","Ceriodaphnia",0.397886427298192,"Lake Pulse","cladocera",0.492595689
"964","07-030","Chydorus.sphaericus",0.729458450046685,"Lake Pulse","cladocera",0.477690365
"965","07-030","Diaphanosoma.brachyurum",3.71360665478312,"Lake Pulse","cladocera",4.09545112
"966","07-030","Leptodora.Kindtii",0.0331572022748493,"Lake Pulse","cladocera",NA
"967","07-031","Daphnia.catawba",0.513227403983706,"Lake Pulse","cladocera",1.743448633
"968","07-031","Mesocyclops.edax",2.79423808835573,"Lake Pulse","copepoda",6.496001669
"969","07-031","Skistodiaptomus.pygmaeus",12.6596092982648,"Lake Pulse","copepoda",47.91075174
"970","07-031","Bosmina.longirostris",3.76366762921385,"Lake Pulse","cladocera",2.719429071
"971","07-031","Diaphanosoma.brachyurum",12.8306850995927,"Lake Pulse","cladocera",9.300742909
"972","07-032","Daphnia.catawba",11.373485390895,"Lake Pulse","cladocera",230.9338422
"973","07-032","Mesocyclops.edax",2.70945572017488,"Lake Pulse","copepoda",6.924391329
"974","07-032","Tropocyclops.prasinus",3.25134686420987,"Lake Pulse","copepoda",2.817442355
"975","07-032","Epischura.lacustris",0.517177532349289,"Lake Pulse","copepoda",7.654568103
"976","07-032","Leptodiaptomus.minutus",12.9294383087322,"Lake Pulse","copepoda",17.28135233
"977","07-032","Skistodiaptomus.pygmaeus",2.58588766174645,"Lake Pulse","copepoda",9.429499716
"978","07-032","Ceriodaphnia",0.0685149722343075,"Lake Pulse","cladocera",0.025355166
"979","07-032","Diaphanosoma.brachyurum",8.63288650152274,"Lake Pulse","cladocera",5.282112392
"980","07-032","Eubosmina.tubicen",4.93307800087014,"Lake Pulse","cladocera",3.812938105
"981","07-033","Eucyclops.pectinifer",0.687393102253784,"Lake Pulse","copepoda",0.749656759
"982","07-033","Epischura",0.0981990146076834,"Lake Pulse","copepoda",0.792250924
"983","07-033","Leptodiaptomus.minutus",0.229131034084595,"Lake Pulse","copepoda",0.401298569
"984","07-033","Acroperus.harpae",0.0654660097384556,"Lake Pulse","cladocera",0.099064776
"985","07-033","Alona.guttata",0.0654660097384556,"Lake Pulse","cladocera",0.046175802
"986","07-033","Alonella.nana",0.0327330048692278,"Lake Pulse","cladocera",0.001832055
"987","07-033","Bosmina.longirostris",7.16852806636089,"Lake Pulse","cladocera",2.663850086
"988","07-033","Sida.crystallina",0.0654660097384556,"Lake Pulse","cladocera",1.063231674
"989","07-035","Mesocyclops.edax",20.3850479585774,"Lake Pulse","copepoda",118.5225515
"990","07-035","Aglaodiaptomus.spatulocrenatus",3.6539236906884,"Lake Pulse","copepoda",32.09935593
"991","07-035","Epischura.lacustris",0.769247092776505,"Lake Pulse","copepoda",5.195028705
"992","07-035","Leptodiaptomus.minutus",4.32701489686784,"Lake Pulse","copepoda",14.27860666
"993","07-035","Diaphanosoma.brachyurum",16.5388124946949,"Lake Pulse","cladocera",20.52219995
"994","07-035","Holopedium.glacialis",0.0961558865970631,"Lake Pulse","cladocera",1.240346954
"995","07-037","Daphnia.pulicaria",0.886230198294007,"Lake Pulse","cladocera",6.745221664
"996","07-037","Mesocyclops.edax",0.845947007462461,"Lake Pulse","copepoda",2.642867564
"997","07-037","Tropocyclops.prasinus",0.845947007462461,"Lake Pulse","copepoda",0.371829023
"998","07-037","Leptodiaptomus.minutus",20.7861264690776,"Lake Pulse","copepoda",32.79111063
"999","07-037","Diaphanosoma.birgei",0.241699144989275,"Lake Pulse","cladocera",0.245442954
"1000","07-040","Tropocyclops.prasinus",16.1413539022647,"Lake Pulse","copepoda",10.10828581
"1001","07-040","Leptodiaptomus.minutus",1.7866384090293,"Lake Pulse","copepoda",2.481894856
"1002","07-040","Bosmina.longirostris",14.4779319352374,"Lake Pulse","cladocera",6.030112427
"1003","07-040","Holopedium.glacialis",0.0616082210010104,"Lake Pulse","cladocera",0.058892514
"1004","07-046","Tropocyclops.prasinus",0.722519310754605,"Lake Pulse","copepoda",0.299426986
"1005","07-046","Bosmina.longirostris",4.22103386809269,"Lake Pulse","cladocera",1.284857706
"1006","07-046","Ceriodaphnia",0.0190136660724896,"Lake Pulse","cladocera",0.017412577
"1007","07-046","Eubosmina.tubicen",0.228163992869875,"Lake Pulse","cladocera",0.124349832
"1008","07-046","Holopedium.glacialis",0.0570409982174688,"Lake Pulse","cladocera",0.083082274
"1009","07-047","Daphnia",0.0396509657653563,"Lake Pulse","cladocera",0.081297417
"1010","07-047","Mesocyclops.edax",2.16209983135622,"Lake Pulse","copepoda",6.236750489
"1011","07-047","Tropocyclops.prasinus",1.65760987070644,"Lake Pulse","copepoda",2.189451726
"1012","07-047","Leptodiaptomus.minutus",0.594764486480345,"Lake Pulse","copepoda",0.864366995
"1013","07-047","Bosmina.longirostris",3.31746413570148,"Lake Pulse","cladocera",1.754662133
"1014","07-047","Ceriodaphnia",0.0925189201191647,"Lake Pulse","cladocera",0.136813582
"1015","07-047","Diaphanosoma.brachyurum",1.28204789307985,"Lake Pulse","cladocera",0.737859465
"1016","07-047","Eubosmina.longispina",0.0132169885884521,"Lake Pulse","cladocera",0.004212118
"1017","07-047","Eubosmina.tubicen",0.132169885884521,"Lake Pulse","cladocera",0.148066359
"1018","07-047","Holopedium.glacialis",0.0132169885884521,"Lake Pulse","cladocera",0.032607937
"1019","07-049","Mesocyclops.edax",27.6656116992251,"Lake Pulse","copepoda",103.0738416
"1020","07-049","Bosmina.longirostris",88.6718323693113,"Lake Pulse","cladocera",40.97937725
"1021","07-049","Diaphanosoma.brachyurum",2.12812397686347,"Lake Pulse","cladocera",2.088521914
"1022","07-052","Daphnia.galeata.mendotae",2.61449738801655,"Lake Pulse","cladocera",7.187734705
"1023","07-052","Mesocyclops.edax",1.46104265800925,"Lake Pulse","copepoda",5.109471809
"1024","07-052","Tropocyclops.prasinus",0.615175856003894,"Lake Pulse","copepoda",0.530807242
"1025","07-052","Leptodiaptomus.minutus",15.6100873460988,"Lake Pulse","copepoda",22.39305079
"1026","07-052","Ceriodaphnia.lacustris",6.92072838004381,"Lake Pulse","cladocera",6.044150164
"1027","07-052","Diaphanosoma.brachyurum",12.3035171200779,"Lake Pulse","cladocera",5.9431859
"1028","07-052","Eubosmina.tubicen",3.30657022602093,"Lake Pulse","cladocera",4.124112811
"1029","07-052","Holopedium.glacialis",0.153793964000974,"Lake Pulse","cladocera",0.240783321
"1030","07-055","Tropocyclops.prasinus",11.0692004074357,"Lake Pulse","copepoda",6.887797215
"1031","07-055","Leptodiaptomus.minutus",99.1970651897124,"Lake Pulse","copepoda",201.4704253
"1032","07-055","Diaphanosoma.birgei",45.7668862999746,"Lake Pulse","cladocera",38.46953443
"1033","07-055","Eubosmina.longispina",7.45042335115865,"Lake Pulse","cladocera",6.012416631
"1034","07-222","Daphnia.retrocurva",0.266845987170045,"Lake Pulse","cladocera",1.249953947
"1035","07-222","Mesocyclops.edax",2.17288875267036,"Lake Pulse","copepoda",6.858405357
"1036","07-222","Epischura.lacustris",0.319602528000857,"Lake Pulse","copepoda",3.768259487
"1037","07-222","Leptodiaptomus.minutus",11.4524239200307,"Lake Pulse","copepoda",19.9899485
"1038","07-222","Skistodiaptomus.pallidus",0.159801264000429,"Lake Pulse","copepoda",0.720285736
"1039","07-222","Bosmina.longirostris",0.0381208553100064,"Lake Pulse","cladocera",0.016785783
"1040","07-222","Diaphanosoma.brachyurum",1.52483421240026,"Lake Pulse","cladocera",1.561162781
"1041","07-223","Hapracticoida",0.0636618283677107,"Lake Pulse",NA,0.008504764
"1042","07-223","Daphnia",0.0636618283677107,"Lake Pulse","cladocera",0.385103735
"1043","07-223","Mesocyclops.edax",6.74815380697733,"Lake Pulse","copepoda",7.889276066
"1044","07-223","Epischura.lacustris",0.980392156862745,"Lake Pulse","copepoda",5.906837947
"1045","07-223","Leptodiaptomus.minutus",13.7254901960784,"Lake Pulse","copepoda",12.56663181
"1046","07-223","Bosmina.longirostris",10.7588489941431,"Lake Pulse","cladocera",5.930917516
"1047","07-223","Diaphanosoma.brachyurum",3.43773873185638,"Lake Pulse","cladocera",1.068069056
"1048","07-224","Daphnia.catawba",1.31533551837157,"Lake Pulse","cladocera",34.02022021
"1049","07-224","Cyclops.scutifer",5.63715222159244,"Lake Pulse","copepoda",29.51705258
"1050","07-224","Epischura.lacustris",0.438445172790523,"Lake Pulse","copepoda",9.227095359
"1051","07-224","Leptodiaptomus.minutus",14.7818658255091,"Lake Pulse","copepoda",36.40456777
"1052","07-224","Eubosmina.tubicen",0.0626350246843605,"Lake Pulse","cladocera",0.02233627
"1053","07-225","Daphnia",8.08080808080808,"Lake Pulse","cladocera",69.77320277
"1054","07-225","Leptodiaptomus.minutus",31.3725490196078,"Lake Pulse","copepoda",81.78072645
"1055","07-225","Diaphanosoma.birgei",9.5068330362448,"Lake Pulse","cladocera",12.65567927
"1056","07-225","Eubosmina.tubicen",9.03149138443256,"Lake Pulse","cladocera",17.21977301
"1057","07-226","Daphnia",1.88722522726547,"Lake Pulse","cladocera",11.11556219
"1058","07-226","Mesocyclops.edax",2.16475834892215,"Lake Pulse","copepoda",14.02104322
"1059","07-226","Aglaodiaptomus.spatulocrenatus",11.133042937314,"Lake Pulse","copepoda",39.30180717
"1060","07-226","Leptodiaptomus.minutus",1.85550715621899,"Lake Pulse","copepoda",1.59519545
"1061","07-226","Alona.guttata",0.0555066243313373,"Lake Pulse","cladocera",0.02407476
"1062","07-226","Alonella.acutirostris",0.0555066243313373,"Lake Pulse","cladocera",0.041165821
"1063","07-226","Chydorus.sphaericus",0.0555066243313373,"Lake Pulse","cladocera",0.063136615
"1064","07-226","Diaphanosoma.brachyurum",1.11013248662675,"Lake Pulse","cladocera",1.575466082
"1065","07-226","Eubosmina.longispina",4.55154319516966,"Lake Pulse","cladocera",10.65487993
"1066","07-226","Holopedium.glacialis",5.88370217912175,"Lake Pulse","cladocera",72.80886072
"1067","07-228","Daphnia",0.138372830515381,"Lake Pulse","cladocera",0.298021324
"1068","07-228","Tropocyclops.prasinus",1.10698264412305,"Lake Pulse","copepoda",0.661421776
"1069","07-228","Leptodiaptomus.minutus",3.80525283917297,"Lake Pulse","copepoda",10.95989057
"1070","07-228","Bosmina.longirostris",1.02049962505093,"Lake Pulse","cladocera",0.332939694
"1071","07-228","Ceriodaphnia",0.0345932076288452,"Lake Pulse","cladocera",0.018245391
"1072","07-228","Diaphanosoma.birgei",0.0172966038144226,"Lake Pulse","cladocera",0.039887506
"1073","07-228","Eubosmina.tubicen",0.172966038144226,"Lake Pulse","cladocera",0.302046554
"1074","07-229","Daphnia.pulicaria",0.217125718686129,"Lake Pulse","cladocera",1.830644733
"1075","07-229","Acanthocyclops.robustus",3.64288705795616,"Lake Pulse","copepoda",3.290331143
"1076","07-229","Epischura.lacustris",0.139925463153283,"Lake Pulse","copepoda",1.938588044
"1077","07-229","Leptodiaptomus.minutus",6.15672037874445,"Lake Pulse","copepoda",9.001293171
"1078","07-229","Bosmina.longirostris",0.651377156058386,"Lake Pulse","cladocera",0.728148634
"1079","07-229","Ceriodaphnia",1.06150351357663,"Lake Pulse","cladocera",1.16251118
"1080","07-229","Chydorus.sphaericus",0.3377511179562,"Lake Pulse","cladocera",0.329555606
"1081","07-229","Diaphanosoma.brachyurum",0.120625399270072,"Lake Pulse","cladocera",0.092481
"1082","07-229","Leptodora.Kindtii",0.078051728939458,"Lake Pulse","cladocera",NA
"1083","07-230","Daphnia.catawba",22.2816399286987,"Lake Pulse","cladocera",376.3581971
"1084","07-230","Eucyclops.pectinifer",0.398982533158517,"Lake Pulse","copepoda",3.206671758
"1085","07-230","Mesocyclops.edax",5.58575546421925,"Lake Pulse","copepoda",17.56021876
"1086","07-230","Leptodiaptomus.minutus",0.644510245871451,"Lake Pulse","copepoda",1.094411451
"1087","07-230","Diaphanosoma.brachyurum",0.1841457845347,"Lake Pulse","cladocera",1.396925907
"1088","07-230","Holopedium.glacialis",0.1841457845347,"Lake Pulse","cladocera",0.601301455
"1089","07-231","Daphnia.catawba",2.17216516236124,"Lake Pulse","cladocera",17.37152805
"1090","07-231","Mesocyclops.edax",8.68866064944495,"Lake Pulse","copepoda",53.23195506
"1091","07-231","Aglaodiaptomus.spatulocrenatus",5.36634033583344,"Lake Pulse","copepoda",62.51806716
"1092","07-231","Epischura.lacustris",0.412795410448726,"Lake Pulse","copepoda",11.59923414
"1093","07-231","Leptodiaptomus.minutus",71.8264014180783,"Lake Pulse","copepoda",157.9781496
"1094","07-231","Diaphanosoma.brachyurum",4.54179988493713,"Lake Pulse","cladocera",4.94762817
"1095","07-231","Eubosmina.tubicen",3.55445208386384,"Lake Pulse","cladocera",3.703437749
"1096","07-231","Holopedium.glacialis",4.14686076450782,"Lake Pulse","cladocera",8.227849575
"1097","07-232","Daphnia.pulicaria",0.878952404006869,"Lake Pulse","cladocera",13.29059374
"1098","07-232","Mesocyclops.edax",1.80113197542391,"Lake Pulse","copepoda",4.96042807
"1099","07-232","Tropocyclops.prasinus",0.0144090558033913,"Lake Pulse","copepoda",0.017601327
"1100","07-232","Epischura.lacustris",0.345817339281391,"Lake Pulse","copepoda",4.368748231
"1101","07-232","Leptodiaptomus.minutus",3.1411741651393,"Lake Pulse","copepoda",5.679257337
"1102","07-232","Diaphanosoma.brachyurum",0.0144090558033913,"Lake Pulse","cladocera",0.02032029
"1103","07-232","Eubosmina",0.201726781247478,"Lake Pulse","cladocera",0.368549478
"1104","07-232","Holopedium.glacialis",0.605180343742435,"Lake Pulse","cladocera",15.34411439
"1105","07-233","Daphnia.catawba",2.15357723722087,"Lake Pulse","cladocera",54.37923786
"1106","07-233","Daphnia.pulicaria",1.62012232524873,"Lake Pulse","cladocera",90.57550772
"1107","07-233","Mesocyclops.edax",3.73723869713174,"Lake Pulse","copepoda",30.63579222
"1108","07-233","Epischura.lacustris",0.0364608653378706,"Lake Pulse","copepoda",1.29267218
"1109","07-233","Leptodiaptomus.minutus",2.1694214876033,"Lake Pulse","copepoda",5.228665989
"1110","07-233","Diaphanosoma.brachyurum",0.0364608653378706,"Lake Pulse","cladocera",0.106604743
"1111","07-233","Eubosmina.tubicen",0.236995624696159,"Lake Pulse","cladocera",0.346478558
"1112","07-234","Daphnia.pulicaria",5.17830375779748,"Lake Pulse","cladocera",113.3809781
"1113","07-234","Mesocyclops.edax",1.80114913314695,"Lake Pulse","copepoda",7.478580178
"1114","07-234","Leptodiaptomus.minutus",0.475303243469334,"Lake Pulse","copepoda",1.310670191
"1115","07-235","Daphnia.catawba",0.288960987149135,"Lake Pulse","cladocera",2.566537071
"1116","07-235","Daphnia.pulicaria",0.502540847215887,"Lake Pulse","cladocera",16.55190074
"1117","07-235","Cyclops.scutifer",0.24808266450247,"Lake Pulse","copepoda",0.607405413
"1118","07-235","Epischura.lacustris",0.648427705101695,"Lake Pulse","copepoda",2.341696577
"1119","07-235","Leptodiaptomus.minutus",0.698306759340284,"Lake Pulse","copepoda",0.424914701
"1120","07-235","Diaphanosoma.brachyurum",0.992330658009879,"Lake Pulse","cladocera",2.650707356
"1121","07-235","Eubosmina.longispina",0.360310536539301,"Lake Pulse","cladocera",0.327929039
"1122","07-235","Holopedium.glacialis",0.0118134602144033,"Lake Pulse","cladocera",0.058376445
"1123","07-235","Sida.crystallina",0.0413471107504116,"Lake Pulse","cladocera",0.882803863
"1124","07-236","Daphnia.ambigua",6.59189295552932,"Lake Pulse","cladocera",26.5610398
"1125","07-236","Mesocyclops.edax",0.609334642948088,"Lake Pulse","copepoda",2.815916092
"1126","07-236","Leptodiaptomus.minutus",0.332364350698957,"Lake Pulse","copepoda",0.748726522
"1127","07-236","Ceriodaphnia",0.0276970292249131,"Lake Pulse","cladocera",0.010249771
"1128","07-236","Chydorus.sphaericus",0.0276970292249131,"Lake Pulse","cladocera",0.011990649
"1129","07-236","Diaphanosoma.brachyurum",0.110788116899652,"Lake Pulse","cladocera",0.156564077
"1130","07-236","Eubosmina.tubicen",0.941698993647045,"Lake Pulse","cladocera",0.557161436
"1131","07-237","Daphnia",3.41600054656009,"Lake Pulse","cladocera",15.68133457
"1132","07-237","Mesocyclops.edax",3.3383641705019,"Lake Pulse","copepoda",3.518699532
"1133","07-237","Leptodiaptomus.minutus",32.8730332317133,"Lake Pulse","copepoda",56.29073644
"1134","07-237","Skistodiaptomus.pallidus",0.976426729654852,"Lake Pulse","copepoda",5.098907772
"1135","07-237","Bosmina.longirostris",3.49363692261827,"Lake Pulse","cladocera",2.633098673
"1136","07-237","Diaphanosoma.brachyurum",3.26072779444372,"Lake Pulse","cladocera",3.572902325
"1137","07-237","Leptodora.Kindtii",0.0970454700727298,"Lake Pulse","cladocera",NA
"1138","07-238","Epischura.nordenskioldi",0.404699424781711,"Lake Pulse","copepoda",6.726474229
"1139","07-238","Leptodiaptomus.minutus",19.5267472457176,"Lake Pulse","copepoda",34.55973501
"1140","07-238","Eubosmina.tubicen",2.39538928239561,"Lake Pulse","cladocera",4.70916592
"1141","07-239","Daphnia.galeata.mendotae",16.0300971659998,"Lake Pulse","cladocera",63.90241182
"1142","07-239","Mesocyclops.edax",2.79770563746223,"Lake Pulse","copepoda",1.244447087
"1143","07-239","Epischura",0.604909327018861,"Lake Pulse","copepoda",2.96674394
"1144","07-239","Leptodiaptomus.minutus",14.59343751433,"Lake Pulse","copepoda",24.13322504
"1145","07-239","Bosmina.longirostris",2.64647830570752,"Lake Pulse","cladocera",1.653024119
"1146","07-239","Chydorus.sphaericus",0.0756136658773576,"Lake Pulse","cladocera",0.058638086
"1147","07-239","Diaphanosoma.brachyurum",0.151227331754715,"Lake Pulse","cladocera",0.032008078
"1148","07-239","Eubosmina.longispina",1.13420498816036,"Lake Pulse","cladocera",0.643055332
"1149","07-239","Ostracoda",0.0756136658773576,"Lake Pulse",NA,0.002939226
"1150","07-240","Ergasilus",0.00566912054948885,"Lake Pulse","copepoda",0.010859588
"1151","07-240","Daphnia",0.0283456027474442,"Lake Pulse","cladocera",0.203539557
"1152","07-240","Tropocyclops.prasinus",0.93540489066566,"Lake Pulse","copepoda",0.335938967
"1153","07-240","Leptodiaptomus.minutus",0.0510220849453996,"Lake Pulse","copepoda",0.099422798
"1154","07-240","Alona.quadrangularis",0.00566912054948885,"Lake Pulse","cladocera",0.014546767
"1155","07-240","Bosmina.longirostris",1.21319179759061,"Lake Pulse","cladocera",0.590762438
"1156","07-240","Chydorus.sphaericus",0.0510220849453996,"Lake Pulse","cladocera",0.040478963
"1157","07-240","Ostracoda",0.124720652088755,"Lake Pulse",NA,0.016307057
"1158","07-241","Daphnia.pulicaria",2.22601325542503,"Lake Pulse","cladocera",141.2725239
"1159","07-241","Cyclopoida",2.91732171984274,"Lake Pulse","copepoda",1.122062404
"1160","07-241","Ostracoda",0.345654232208854,"Lake Pulse",NA,0.271633679
"1161","07-242","Daphnia.pulicaria",5.20869504826724,"Lake Pulse","cladocera",80.68862037
"1162","07-242","Mesocyclops.edax",0.434057920688937,"Lake Pulse","copepoda",2.141748821
"1163","07-242","Epischura.lacustris",0.645273605309892,"Lake Pulse","copepoda",11.88240437
"1164","07-242","Leptodiaptomus.minutus",28.2629839125733,"Lake Pulse","copepoda",51.67781098
"1165","07-242","Bosmina.longirostris",0.0868115841377873,"Lake Pulse","cladocera",0.038225806
"1166","07-243","Daphnia.retrocurva",0.52242028861482,"Lake Pulse","cladocera",1.359971987
"1167","07-243","Cyclops.scutifer",2.38820703366775,"Lake Pulse","copepoda",1.631261407
"1168","07-243","Leptodiaptomus.minutus",4.77641406733549,"Lake Pulse","copepoda",9.184277003
"1169","07-243","Eubosmina.longispina",16.8667121752785,"Lake Pulse","cladocera",27.27929253
"1170","07-244","Daphnia.retrocurva",0.947853889030362,"Lake Pulse","cladocera",5.24342198
"1171","07-244","Eucyclops.pectinifer",0.221165907440418,"Lake Pulse","copepoda",1.04516157
"1172","07-244","Mesocyclops.edax",1.54816135208292,"Lake Pulse","copepoda",8.55598408
"1173","07-244","Tropocyclops.prasinus",0.442331814880836,"Lake Pulse","copepoda",0.97822182
"1174","07-244","Epischura.nordenskioldi",0.789878240858635,"Lake Pulse","copepoda",24.22615042
"1175","07-244","Leptodiaptomus.minutus",37.9141555612145,"Lake Pulse","copepoda",149.7130937
"1176","07-244","Bosmina.longirostris",0.789878240858635,"Lake Pulse","cladocera",1.145124462
"1177","07-244","Diaphanosoma.brachyurum",1.10582953720209,"Lake Pulse","cladocera",2.768217233
"1178","07-244","Eubosmina.longispina",3.31748861160627,"Lake Pulse","cladocera",3.84951563
"1179","07-244","Eubosmina.tubicen",4.73926944515181,"Lake Pulse","cladocera",9.482340274
"1180","07-244","Holopedium.glacialis",0.473926944515181,"Lake Pulse","cladocera",3.440529497
"1181","07-244","Leptodora.Kindtii",0.323024832828754,"Lake Pulse","cladocera",NA
"1182","07-245","Daphnia.pulicaria",0.399730923983741,"Lake Pulse","cladocera",2.942230228
"1183","07-245","Mesocyclops.edax",0.711854449365899,"Lake Pulse","copepoda",2.684086139
"1184","07-245","Tropocyclops.prasinus",1.10732914345807,"Lake Pulse","copepoda",0.826032794
"1185","07-245","Leptodiaptomus.minutus",1.84365691470052,"Lake Pulse","copepoda",2.544795435
"1186","07-245","Diaphanosoma.brachyurum",0.0244733218765556,"Lake Pulse","cladocera",0.028108886
"1187","07-245","Eubosmina.tubicen",0.187628801053593,"Lake Pulse","cladocera",0.280348635
"1188","07-245","Holopedium.glacialis",1.59892369593496,"Lake Pulse","cladocera",11.86521775
"1189","07-246","Mesocyclops.edax",0.388280323656788,"Lake Pulse","copepoda",0.472490586
"1190","07-246","Tropocyclops.prasinus",35.7217897764245,"Lake Pulse","copepoda",22.81386801
"1191","07-246","Bosmina.longirostris",25.6999598009587,"Lake Pulse","cladocera",9.702205937
"1192","07-246","Ceriodaphnia",11.3860581396653,"Lake Pulse","cladocera",4.168499284
"1193","07-246","Chydorus.sphaericus",0.108438648949193,"Lake Pulse","cladocera",0.039939934
