lake_id,classic.group,Target_taxon,biovol,Survey,total.biov
07-222,DIATOMS,Lindavia,330.0161,Lake Pulse,417.6627511
07-222,CHRYSOPHYTES,Mallomonas,14.25609,Lake Pulse,417.6627511
07-222,DIATOMS,Nitzschia,2.450442,Lake Pulse,417.6627511
07-222,CHRYSOPHYTES,Ochromonas,22.9024221,Lake Pulse,417.6627511
07-222,GREEN ALGAE,Oocystis,2.309487,Lake Pulse,417.6627511
07-222,CRYPTOPHYTES,Rhodomonas,24.63453,Lake Pulse,417.6627511
07-223,CRYPTOPHYTES,Cryptomonas,172.46306,Lake Pulse,284.3258354
07-223,DIATOMS,Gomphonema,1.477012,Lake Pulse,284.3258354
07-223,CRYPTOPHYTES,Katablepharis,5.645414,Lake Pulse,284.3258354
07-223,CHRYSOPHYTES,Mallomonas,5.880639,Lake Pulse,284.3258354
07-223,DIATOMS,Navicula,3.267256,Lake Pulse,284.3258354
07-223,CHRYSOPHYTES,Ochromonas,23.5760132,Lake Pulse,284.3258354
07-223,GREEN ALGAE,Oocystis,0.03207621,Lake Pulse,284.3258354
07-223,EUGLENOIDS,Phacus,38.81222,Lake Pulse,284.3258354
07-223,CRYPTOPHYTES,Rhodomonas,27.93303,Lake Pulse,284.3258354
07-223,CHRYSOPHYTES,Uroglena,5.239115,Lake Pulse,284.3258354
07-224,DIATOMS,Achnanthidium,0.6126105,Lake Pulse,84.96320774
07-224,CHRYSOPHYTES,Bitrichia,0.1710731,Lake Pulse,84.96320774
07-224,GREEN ALGAE,Chlamydomonas,0.6415243,Lake Pulse,84.96320774
07-224,CRYPTOPHYTES,Cryptomonas,8.608899,Lake Pulse,84.96320774
07-224,DIATOMS,Cymbella,0.1782012,Lake Pulse,84.96320774
07-224,CHRYSOPHYTES,Dinobryon,1.2919585,Lake Pulse,84.96320774
07-224,DIATOMS,Lindavia,21.38414,Lake Pulse,84.96320774
07-224,DIATOMS,Navicula,15.008956,Lake Pulse,84.96320774
07-224,CHRYSOPHYTES,Ochromonas,6.842926,Lake Pulse,84.96320774
07-224,GREEN ALGAE,Oocystis,1.61806714,Lake Pulse,84.96320774
07-224,CYANOBACTERIA,Phormidium,8.981339,Lake Pulse,84.96320774
07-224,CYANOBACTERIA,Planktothrix,5.47434,Lake Pulse,84.96320774
07-224,CRYPTOPHYTES,Rhodomonas,1.960213,Lake Pulse,84.96320774
07-224,OTHER,Stichogloea,12.18896,Lake Pulse,84.96320774
07-225,GREEN ALGAE,Chlamydomonas,0.9622864,Lake Pulse,8.5803867
07-225,GREEN ALGAE,Chlorolobion,1.54441,Lake Pulse,8.5803867
07-225,GREEN ALGAE,Monoraphidium,0.4900533,Lake Pulse,8.5803867
07-225,CHRYSOPHYTES,Ochromonas,3.801625,Lake Pulse,8.5803867
07-225,CRYPTOPHYTES,Rhodomonas,1.782012,Lake Pulse,8.5803867
07-226,CHRYSOPHYTES,Bitrichia,0.7983413,Lake Pulse,874.1373384
07-226,GREEN ALGAE,Chlorolobion,0.1710731,Lake Pulse,874.1373384
07-226,CRYPTOPHYTES,Cryptomonas,7.29912,Lake Pulse,874.1373384
07-226,CHRYSOPHYTES,Dinobryon,8.083206,Lake Pulse,874.1373384
07-226,CYANOBACTERIA,Limnothrix,5.452956,Lake Pulse,874.1373384
07-226,GREEN ALGAE,Monoraphidium,0.5702438,Lake Pulse,874.1373384
07-226,CHRYSOPHYTES,Ochromonas,23.1839732,Lake Pulse,874.1373384
07-226,GREEN ALGAE,Oocystis,0.299378,Lake Pulse,874.1373384
07-226,DINOFLAGELLATES,Peridinium,821.151,Lake Pulse,874.1373384
07-226,GREEN ALGAE,Spondylosium,7.128047,Lake Pulse,874.1373384
07-227,DIATOMS,Achnanthidium,0.8848819,Lake Pulse,639.4498319
07-227,DIATOMS,Asterionella,2.178171,Lake Pulse,639.4498319
07-227,DINOFLAGELLATES,Biecheleria,26.73018,Lake Pulse,639.4498319
07-227,GREEN ALGAE,Chlorolobion,0.2138414,Lake Pulse,639.4498319
07-227,CHRYSOPHYTES,Chrysosphaerella,122.3173,Lake Pulse,639.4498319
07-227,CRYPTOPHYTES,Cryptomonas,88.58827,Lake Pulse,639.4498319
07-227,DIATOMS,Cyclotella,98.34033,Lake Pulse,639.4498319
07-227,DIATOMS,Diatoma,2.654646,Lake Pulse,639.4498319
07-227,CHRYSOPHYTES,Dinobryon,62.259035,Lake Pulse,639.4498319
07-227,CYANOBACTERIA,Dolichospermum,10.26439,Lake Pulse,639.4498319
07-227,DIATOMS,Fragilaria,8.16814,Lake Pulse,639.4498319
07-227,GREEN ALGAE,Gloeocystis,4.455029,Lake Pulse,639.4498319
07-227,CHRYSOPHYTES,Kephyrion,0.2851219,Lake Pulse,639.4498319
07-227,CHRYSOPHYTES,Mallomonas,12.99087,Lake Pulse,639.4498319
07-227,GREEN ALGAE,Mougeotia,4.276828,Lake Pulse,639.4498319
07-227,DIATOMS,Nitzschia,1.276272,Lake Pulse,639.4498319
07-227,CHRYSOPHYTES,Ochromonas,22.6315453,Lake Pulse,639.4498319
07-227,OTHER,Pedinella,0.9622864,Lake Pulse,639.4498319
07-227,DINOFLAGELLATES,Peridinium,55.88389,Lake Pulse,639.4498319
07-227,CRYPTOPHYTES,Rhodomonas,109.0368,Lake Pulse,639.4498319
07-227,CHRYSOPHYTES,Synura,5.052004,Lake Pulse,639.4498319
07-228,DIATOMS,Achnanthidium,2.744495,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Acutodesmus,0.7527218,Lake Pulse,225.5396316
07-228,DIATOMS,Amphora,0.8910059,Lake Pulse,225.5396316
07-228,CYANOBACTERIA,Aphanocapsa,1.026439,Lake Pulse,225.5396316
07-228,DIATOMS,Asterionella,17.25111,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Chlorolobion,0.05132194,Lake Pulse,225.5396316
07-228,CYANOBACTERIA,Chroococcus,37.39659,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Crucigenia,0.547434,Lake Pulse,225.5396316
07-228,DIATOMS,Cyclotella,39.659035,Lake Pulse,225.5396316
07-228,DIATOMS,Cymbella,1.078117,Lake Pulse,225.5396316
07-228,DIATOMS,Diatoma,0.4900884,Lake Pulse,225.5396316
07-228,CHRYSOPHYTES,Dinobryon,33.412725,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Fusola,0.4105755,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Gloeocystis,5.346036,Lake Pulse,225.5396316
07-228,DIATOMS,Lindavia,22.17108,Lake Pulse,225.5396316
07-228,DIATOMS,Navicula,5.309291,Lake Pulse,225.5396316
07-228,CHRYSOPHYTES,Ochromonas,11.52605,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Oocystis,0.97939374,Lake Pulse,225.5396316
07-228,DINOFLAGELLATES,Peridinium,30.8787,Lake Pulse,225.5396316
07-228,CHRYSOPHYTES,Pseudokephyrion,0.4383749,Lake Pulse,225.5396316
07-228,CRYPTOPHYTES,Rhodomonas,0.5880639,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Scenedesmus,0.923795,Lake Pulse,225.5396316
07-228,OTHER,Stichogloea,8.468121,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Tetradesmus,0.2395024,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Tetraedron,2.138414,Lake Pulse,225.5396316
07-228,GREEN ALGAE,Willea,0.8211511,Lake Pulse,225.5396316
07-229,DIATOMS,Achnanthidium,0.8040513,Lake Pulse,477.305011
07-229,DIATOMS,Asterionella,2.722713,Lake Pulse,477.305011
07-229,OTHER,Chrysochromulina,0.1603811,Lake Pulse,477.305011
07-229,GREEN ALGAE,Closterium,2.851219,Lake Pulse,477.305011
07-229,GREEN ALGAE,Crucigenia,3.136341,Lake Pulse,477.305011
07-229,CRYPTOPHYTES,Cryptomonas,5.417316,Lake Pulse,477.305011
07-229,DIATOMS,Cyclotella,65.11471,Lake Pulse,477.305011
07-229,CHRYSOPHYTES,Dinobryon,2.99378,Lake Pulse,477.305011
07-229,DIATOMS,Fragilaria,30.29019,Lake Pulse,477.305011
07-229,DIATOMS,Frustulia,14.88984,Lake Pulse,477.305011
07-229,GREEN ALGAE,Lemmermannia,15.39658,Lake Pulse,477.305011
07-229,CYANOBACTERIA,Microcystis,43.68157,Lake Pulse,477.305011
07-229,GREEN ALGAE,Monoraphidium,0.4967358,Lake Pulse,477.305011
07-229,CHRYSOPHYTES,Ochromonas,15.0758243,Lake Pulse,477.305011
07-229,GREEN ALGAE,Oocystis,6.3929669,Lake Pulse,477.305011
07-229,CHRYSOPHYTES,Pseudokephyrion,0.2405716,Lake Pulse,477.305011
07-229,CRYPTOPHYTES,Rhodomonas,36.75399,Lake Pulse,477.305011
07-229,GREEN ALGAE,Spondylosium,3.136341,Lake Pulse,477.305011
07-229,OTHER,Stichogloea,19.40611,Lake Pulse,477.305011
07-229,EUGLENOIDS,Trachelomonas,182.478,Lake Pulse,477.305011
07-229,DIATOMS,Ulnaria,25.86578,Lake Pulse,477.305011
07-230,DIATOMS,Achnanthidium,1.769764,Lake Pulse,1588.775562
07-230,GREEN ALGAE,Chlamydomonas,34.21463,Lake Pulse,1588.775562
07-230,CHRYSOPHYTES,Chromulina,2.910619,Lake Pulse,1588.775562
07-230,OTHER,Chrysochromulina,0.2138414,Lake Pulse,1588.775562
07-230,CRYPTOPHYTES,Cryptomonas,952.92494,Lake Pulse,1588.775562
07-230,DIATOMS,Cyclotella,13.1156064,Lake Pulse,1588.775562
07-230,DIATOMS,Diatoma,13.47743,Lake Pulse,1588.775562
07-230,DINOFLAGELLATES,Glenodinium,120.464,Lake Pulse,1588.775562
07-230,GREEN ALGAE,Korshikoviella,2.245335,Lake Pulse,1588.775562
07-230,CHRYSOPHYTES,Mallomonas,9.622864,Lake Pulse,1588.775562
07-230,GREEN ALGAE,Monoraphidium,8.981339,Lake Pulse,1588.775562
07-230,CHRYSOPHYTES,Ochromonas,12.1770835,Lake Pulse,1588.775562
07-230,DINOFLAGELLATES,Parvodinium,38.49146,Lake Pulse,1588.775562
07-230,DINOFLAGELLATES,Peridinium,52.27235,Lake Pulse,1588.775562
07-230,CRYPTOPHYTES,Rhodomonas,325.8943,Lake Pulse,1588.775562
07-231,DIATOMS,Achnanthidium,0.6126105,Lake Pulse,432.1171771
07-231,CYANOBACTERIA,Anabaena,22.0524,Lake Pulse,432.1171771
07-231,CYANOBACTERIA,Aphanocapsa,2.2881028,Lake Pulse,432.1171771
07-231,DIATOMS,Asterionella,33.32602,Lake Pulse,432.1171771
07-231,GREEN ALGAE,Chlorolobion,1.881805,Lake Pulse,432.1171771
07-231,OTHER,Chrysochromulina,0.5773718,Lake Pulse,432.1171771
07-231,CHRYSOPHYTES,Chrysosphaerella,113.1649,Lake Pulse,432.1171771
07-231,CRYPTOPHYTES,Cryptomonas,5.47434,Lake Pulse,432.1171771
07-231,DIATOMS,Cyclotella,2.052878,Lake Pulse,432.1171771
07-231,CHRYSOPHYTES,Dinobryon,30.07145,Lake Pulse,432.1171771
07-231,GREEN ALGAE,Elakatothrix,0.9622864,Lake Pulse,432.1171771
07-231,DIATOMS,Fragilaria,4.08407,Lake Pulse,432.1171771
07-231,GREEN ALGAE,Lanceola,0.7217148,Lake Pulse,432.1171771
07-231,CYANOBACTERIA,Limnothrix,1.603811,Lake Pulse,432.1171771
07-231,CYANOBACTERIA,Merismopedia,9.751169,Lake Pulse,432.1171771
07-231,GREEN ALGAE,Monoraphidium,0.2646288,Lake Pulse,432.1171771
07-231,DIATOMS,Nitzschia,11.02699,Lake Pulse,432.1171771
07-231,CHRYSOPHYTES,Ochromonas,104.568416,Lake Pulse,432.1171771
07-231,GREEN ALGAE,Oocystis,7.259917,Lake Pulse,432.1171771
07-231,CRYPTOPHYTES,Rhodomonas,1.603811,Lake Pulse,432.1171771
07-231,CHRYSOPHYTES,Synura,74.91934,Lake Pulse,432.1171771
07-231,CHRYSOPHYTES,Uroglena,3.849145,Lake Pulse,432.1171771
07-232,CYANOBACTERIA,Aphanocapsa,0.5346035,Lake Pulse,1141.398615
07-232,DINOFLAGELLATES,Ceratium,243.5788,Lake Pulse,1141.398615
07-232,CHRYSOPHYTES,Chrysosphaerella,8.339816,Lake Pulse,1141.398615
07-232,CRYPTOPHYTES,Cryptomonas,23.509188,Lake Pulse,1141.398615
07-232,CHRYSOPHYTES,Dinobryon,7.026695,Lake Pulse,1141.398615
07-232,CRYPTOPHYTES,Katablepharis,0.9188498,Lake Pulse,1141.398615
07-232,DIATOMS,Lindavia,135.3215,Lake Pulse,1141.398615
07-232,CHRYSOPHYTES,Mallomonas,16.23858,Lake Pulse,1141.398615
07-232,GREEN ALGAE,Neglectella,6.548893,Lake Pulse,1141.398615
07-232,CHRYSOPHYTES,Ochromonas,18.176517,Lake Pulse,1141.398615
07-232,GREEN ALGAE,Oocystis,0.5346035,Lake Pulse,1141.398615
07-232,CRYPTOPHYTES,Rhodomonas,36.75399,Lake Pulse,1141.398615
07-232,GREEN ALGAE,Sphaerocystis,22.92113,Lake Pulse,1141.398615
07-232,OTHER,Stichogloea,4.330289,Lake Pulse,1141.398615
07-232,GREEN ALGAE,Ulothrix,577.3718,Lake Pulse,1141.398615
07-232,GREEN ALGAE,Willea,39.29336,Lake Pulse,1141.398615
07-233,DIATOMS,Achnanthidium,0.8576548,Lake Pulse,215.7241762
07-233,DINOFLAGELLATES,Apocalathium,54.2088,Lake Pulse,215.7241762
07-233,CRYPTOPHYTES,Cryptomonas,23.618781,Lake Pulse,215.7241762
07-233,CHRYSOPHYTES,Dinobryon,78.4504,Lake Pulse,215.7241762
07-233,CHRYSOPHYTES,Mallomonas,4.330289,Lake Pulse,215.7241762
07-233,CYANOBACTERIA,Microcoleus,13.53215,Lake Pulse,215.7241762
07-233,CHRYSOPHYTES,Ochromonas,3.421463,Lake Pulse,215.7241762
07-233,GREEN ALGAE,Oocystis,0.3635304,Lake Pulse,215.7241762
07-233,OTHER,Pedinella,1.368585,Lake Pulse,215.7241762
07-233,CRYPTOPHYTES,Rhodomonas,8.019053,Lake Pulse,215.7241762
07-233,GREEN ALGAE,Sphaerocystis,5.50107,Lake Pulse,215.7241762
07-233,OTHER,Stichogloea,22.0524,Lake Pulse,215.7241762
07-234,DIATOMS,Achnanthidium,0.3811799,Lake Pulse,1123.592698
07-234,GREEN ALGAE,Ankyra,1.368585,Lake Pulse,1123.592698
07-234,DIATOMS,Aulacoseira,6.842925,Lake Pulse,1123.592698
07-234,DINOFLAGELLATES,Biecheleria,8.553657,Lake Pulse,1123.592698
07-234,DINOFLAGELLATES,Ceratium,620.6747,Lake Pulse,1123.592698
07-234,CRYPTOPHYTES,Cryptomonas,71.537086,Lake Pulse,1123.592698
07-234,DIATOMS,Cymbella,1.48501,Lake Pulse,1123.592698
07-234,CHRYSOPHYTES,Dinobryon,272.704817,Lake Pulse,1123.592698
07-234,CYANOBACTERIA,Dolichospermum,10.94868,Lake Pulse,1123.592698
07-234,DINOFLAGELLATES,Glenodinium,22.45335,Lake Pulse,1123.592698
07-234,DINOFLAGELLATES,Gymnodinium,41.57077,Lake Pulse,1123.592698
07-234,CHRYSOPHYTES,Mallomonas,16.4551,Lake Pulse,1123.592698
07-234,CYANOBACTERIA,Microcystis,0.1924573,Lake Pulse,1123.592698
07-234,CHRYSOPHYTES,Ochromonas,15.9739497,Lake Pulse,1123.592698
07-234,GREEN ALGAE,Oocystis,0.1069207,Lake Pulse,1123.592698
07-234,CRYPTOPHYTES,Rhodomonas,32.34351,Lake Pulse,1123.592698
07-235,DIATOMS,Achnanthidium,0.5717698,Lake Pulse,148.3556713
07-235,GREEN ALGAE,Acutodesmus,0.8553657,Lake Pulse,148.3556713
07-235,CYANOBACTERIA,Aphanocapsa,4.731241,Lake Pulse,148.3556713
07-235,GREEN ALGAE,Chlorolobion,0.05880639,Lake Pulse,148.3556713
07-235,GREEN ALGAE,Crucigenia,0.6842926,Lake Pulse,148.3556713
07-235,CRYPTOPHYTES,Cryptomonas,28.09876,Lake Pulse,148.3556713
07-235,DIATOMS,Cyclotella,54.03238,Lake Pulse,148.3556713
07-235,GREEN ALGAE,Elakatothrix,0.2886859,Lake Pulse,148.3556713
07-235,DIATOMS,Gyrosigma,7.657632,Lake Pulse,148.3556713
07-235,CYANOBACTERIA,Merismopedia,0.3421463,Lake Pulse,148.3556713
07-235,GREEN ALGAE,Monoraphidium,3.8611739,Lake Pulse,148.3556713
07-235,GREEN ALGAE,Nephrocytium,3.474923,Lake Pulse,148.3556713
07-235,CHRYSOPHYTES,Ochromonas,26.1421132,Lake Pulse,148.3556713
07-235,GREEN ALGAE,Oocystis,13.5468545,Lake Pulse,148.3556713
07-235,CRYPTOPHYTES,Rhodomonas,4.009527,Lake Pulse,148.3556713
07-236,DIATOMS,Achnanthidium,1.990984,Lake Pulse,1128.577265
07-236,CYANOBACTERIA,Aphanocapsa,1.069207,Lake Pulse,1128.577265
07-236,DINOFLAGELLATES,Apocalathium,77.62444,Lake Pulse,1128.577265
07-236,DIATOMS,Aulacoseira,120.2858,Lake Pulse,1128.577265
07-236,GREEN ALGAE,Chlorolobion,0.1603811,Lake Pulse,1128.577265
07-236,OTHER,Chrysochromulina,0.2405716,Lake Pulse,1128.577265
07-236,GREEN ALGAE,Closterium,2.673018,Lake Pulse,1128.577265
07-236,CRYPTOPHYTES,Cryptomonas,49.79832,Lake Pulse,1128.577265
07-236,DIATOMS,Cyclotella,40.736791,Lake Pulse,1128.577265
07-236,CHRYSOPHYTES,Dinobryon,26.94402,Lake Pulse,1128.577265
07-236,GREEN ALGAE,Elakatothrix,1.684001,Lake Pulse,1128.577265
07-236,GREEN ALGAE,Gloeocystis,3.341272,Lake Pulse,1128.577265
07-236,DIATOMS,Lindavia,440.0857,Lake Pulse,1128.577265
07-236,GREEN ALGAE,Monoraphidium,0.7217148,Lake Pulse,1128.577265
07-236,DIATOMS,Nitzschia,3.905392,Lake Pulse,1128.577265
07-236,CHRYSOPHYTES,Ochromonas,44.251811,Lake Pulse,1128.577265
07-236,GREEN ALGAE,Oocystis,5.466321,Lake Pulse,1128.577265
07-236,CHRYSOPHYTES,Pseudokephyrion,0.601429,Lake Pulse,1128.577265
07-236,CRYPTOPHYTES,Rhodomonas,17.64192,Lake Pulse,1128.577265
07-236,GREEN ALGAE,Scenedesmus,2.886859,Lake Pulse,1128.577265
07-236,GREEN ALGAE,Staurodesmus,43.2227,Lake Pulse,1128.577265
07-236,OTHER,Stichogloea,211.703,Lake Pulse,1128.577265
07-236,GREEN ALGAE,Tetraedron,26.73018,Lake Pulse,1128.577265
07-236,CHRYSOPHYTES,Uroglena,4.811432,Lake Pulse,1128.577265
07-237,DIATOMS,Asterionella,15.68283,Lake Pulse,174.3071555
07-237,GREEN ALGAE,Chlorolobion,0.06415243,Lake Pulse,174.3071555
07-237,CRYPTOPHYTES,Cryptomonas,57.5420497,Lake Pulse,174.3071555
07-237,CHRYSOPHYTES,Dinobryon,0.8687308,Lake Pulse,174.3071555
07-237,CHRYSOPHYTES,Epipyxis,0.2405716,Lake Pulse,174.3071555
07-237,CHRYSOPHYTES,Mallomonas,12.34132,Lake Pulse,174.3071555
07-237,CYANOBACTERIA,Merismopedia,0.598756,Lake Pulse,174.3071555
07-237,GREEN ALGAE,Monoraphidium,0.3982797,Lake Pulse,174.3071555
07-237,GREEN ALGAE,Nephrocytium,3.742225,Lake Pulse,174.3071555
07-237,DIATOMS,Nitzschia,0.408407,Lake Pulse,174.3071555
07-237,CHRYSOPHYTES,Ochromonas,39.2131716,Lake Pulse,174.3071555
07-237,GREEN ALGAE,Oocystis,3.43215464,Lake Pulse,174.3071555
07-237,CRYPTOPHYTES,Rhodomonas,15.39658,Lake Pulse,174.3071555
07-237,GREEN ALGAE,Spondylosium,1.710731,Lake Pulse,174.3071555
07-237,GREEN ALGAE,Tetraedron,5.346036,Lake Pulse,174.3071555
07-237,EUGLENOIDS,Trachelomonas,17.32116,Lake Pulse,174.3071555
07-238,DIATOMS,Achnanthidium,5.881061,Lake Pulse,66.72732429
07-238,CYANOBACTERIA,Aphanocapsa,2.138414,Lake Pulse,66.72732429
07-238,GREEN ALGAE,Chlorolobion,0.05880639,Lake Pulse,66.72732429
07-238,OTHER,Chrysochromulina,0.2886859,Lake Pulse,66.72732429
07-238,DIATOMS,Cocconeis,4.135121,Lake Pulse,66.72732429
07-238,DIATOMS,Cyclotella,4.057641,Lake Pulse,66.72732429
07-238,CHRYSOPHYTES,Dinobryon,6.703929,Lake Pulse,66.72732429
07-238,DIATOMS,Fragilaria,16.33628,Lake Pulse,66.72732429
07-238,GREEN ALGAE,Monoraphidium,0.2526002,Lake Pulse,66.72732429
07-238,DIATOMS,Nitzschia,3.675663,Lake Pulse,66.72732429
07-238,CHRYSOPHYTES,Ochromonas,2.4297728,Lake Pulse,66.72732429
07-238,DINOFLAGELLATES,Peridinium,19.29919,Lake Pulse,66.72732429
07-238,CRYPTOPHYTES,Rhodomonas,1.47016,Lake Pulse,66.72732429
07-239,CRYPTOPHYTES,Cryptomonas,37.564812,Lake Pulse,166.5424157
07-239,DIATOMS,Cyclotella,20.04763,Lake Pulse,166.5424157
07-239,DIATOMS,Diatoma,1.769764,Lake Pulse,166.5424157
07-239,CHRYSOPHYTES,Dinobryon,1.670636,Lake Pulse,166.5424157
07-239,GREEN ALGAE,Elakatothrix,0.8019053,Lake Pulse,166.5424157
07-239,DIATOMS,Fragilaria,2.382374,Lake Pulse,166.5424157
07-239,CYANOBACTERIA,Limnococcus,24.4492,Lake Pulse,166.5424157
07-239,CYANOBACTERIA,Microcystis,68.14413,Lake Pulse,166.5424157
07-239,CHRYSOPHYTES,Ochromonas,2.851219,Lake Pulse,166.5424157
07-239,CHRYSOPHYTES,Pseudokephyrion,0.9622864,Lake Pulse,166.5424157
07-239,CRYPTOPHYTES,Rhodomonas,1.336509,Lake Pulse,166.5424157
07-239,GREEN ALGAE,Scenedesmus,4.56195,Lake Pulse,166.5424157
07-240,DINOFLAGELLATES,Apocalathium,34.21463,Lake Pulse,207.4565645
07-240,CRYPTOPHYTES,Cryptomonas,86.771497,Lake Pulse,207.4565645
07-240,DIATOMS,Cyclotella,3.30385,Lake Pulse,207.4565645
07-240,CHRYSOPHYTES,Dinobryon,22.3571232,Lake Pulse,207.4565645
07-240,DIATOMS,Fragilaria,1.225221,Lake Pulse,207.4565645
07-240,GREEN ALGAE,Gloeocystis,10.0853,Lake Pulse,207.4565645
07-240,CHRYSOPHYTES,Ochromonas,15.58904,Lake Pulse,207.4565645
07-240,GREEN ALGAE,Oocystis,0.03742225,Lake Pulse,207.4565645
07-240,DINOFLAGELLATES,Peridinium,19.05327,Lake Pulse,207.4565645
07-240,CRYPTOPHYTES,Rhodomonas,4.811432,Lake Pulse,207.4565645
07-240,GREEN ALGAE,Sphaerocystis,7.334761,Lake Pulse,207.4565645
07-240,OTHER,Stichogloea,2.673018,Lake Pulse,207.4565645
07-241,CRYPTOPHYTES,Cryptomonas,307.48258,Lake Pulse,2995.039105
07-241,CHRYSOPHYTES,Dinobryon,2.886859,Lake Pulse,2995.039105
07-241,DIATOMS,Gomphonema,1.038524,Lake Pulse,2995.039105
07-241,GREEN ALGAE,Lanceola,5.388803,Lake Pulse,2995.039105
07-241,DIATOMS,Lindavia,2642.22,Lake Pulse,2995.039105
07-241,DIATOMS,Navicula,4.288274,Lake Pulse,2995.039105
07-241,GREEN ALGAE,Oocystis,10.0933154,Lake Pulse,2995.039105
07-241,CRYPTOPHYTES,Rhodomonas,21.64075,Lake Pulse,2995.039105
07-242,CRYPTOPHYTES,Cryptomonas,26.3025,Lake Pulse,1879.917557
07-242,DIATOMS,Diatoma,2.654646,Lake Pulse,1879.917557
07-242,CYANOBACTERIA,Dolichospermum,47.90048,Lake Pulse,1879.917557
07-242,GREEN ALGAE,Elakatothrix,1.8978424,Lake Pulse,1879.917557
07-242,CYANOBACTERIA,Limnococcus,36.4956,Lake Pulse,1879.917557
07-242,DIATOMS,Navicula,3.063053,Lake Pulse,1879.917557
07-242,GREEN ALGAE,Neglectella,21.38414,Lake Pulse,1879.917557
07-242,GREEN ALGAE,Oocystis,71.0087243,Lake Pulse,1879.917557
07-242,CHRYSOPHYTES,Pseudokephyrion,0.2405716,Lake Pulse,1879.917557
07-242,GREEN ALGAE,Sphaerocystis,244.492,Lake Pulse,1879.917557
07-242,OTHER,Stichogloea,1115.3702,Lake Pulse,1879.917557
07-242,GREEN ALGAE,Willea,309.1078,Lake Pulse,1879.917557
07-243,DIATOMS,Achnanthidium,0.4424409,Lake Pulse,350.3396341
07-243,DINOFLAGELLATES,Biecheleria,9.409022,Lake Pulse,350.3396341
07-243,CHRYSOPHYTES,Chrysosphaerella,3.421463,Lake Pulse,350.3396341
07-243,CRYPTOPHYTES,Cryptomonas,118.766607,Lake Pulse,350.3396341
07-243,DIATOMS,Cyclotella,16.70636,Lake Pulse,350.3396341
07-243,DIATOMS,Cymbella,0.8712058,Lake Pulse,350.3396341
07-243,DIATOMS,Fragilaria,9.95492,Lake Pulse,350.3396341
07-243,DIATOMS,Navicula,1.684679,Lake Pulse,350.3396341
07-243,DIATOMS,Nitzschia,12.405363,Lake Pulse,350.3396341
07-243,CHRYSOPHYTES,Ochromonas,24.2130863,Lake Pulse,350.3396341
07-243,DINOFLAGELLATES,Peridinium,95.26636,Lake Pulse,350.3396341
07-243,CYANOBACTERIA,Planktothrix,47.90048,Lake Pulse,350.3396341
07-243,CRYPTOPHYTES,Rhodomonas,6.125666,Lake Pulse,350.3396341
07-243,GREEN ALGAE,Spondylosium,2.851219,Lake Pulse,350.3396341
07-243,GREEN ALGAE,Tetradesmus,0.3207621,Lake Pulse,350.3396341
07-244,DIATOMS,Achnanthidium,2.178171,Lake Pulse,187.6742594
07-244,DIATOMS,Asterionella,11.4354,Lake Pulse,187.6742594
07-244,DIATOMS,Aulacoseira,26.73018,Lake Pulse,187.6742594
07-244,DIATOMS,Cyclotella,7.356145,Lake Pulse,187.6742594
07-244,DIATOMS,Diatoma,4.08407,Lake Pulse,187.6742594
07-244,DIATOMS,Encyonema,4.276828,Lake Pulse,187.6742594
07-244,DIATOMS,Fragilaria,6.534512,Lake Pulse,187.6742594
07-244,CYANOBACTERIA,Limnothrix,0.6415243,Lake Pulse,187.6742594
07-244,CHRYSOPHYTES,Mallomonas,5.629375,Lake Pulse,187.6742594
07-244,DIATOMS,Melosira,76.98291,Lake Pulse,187.6742594
07-244,CYANOBACTERIA,Microcystis,0.2280975,Lake Pulse,187.6742594
07-244,DIATOMS,Navicula,31.430322,Lake Pulse,187.6742594
07-244,DIATOMS,Nitzschia,2.613805,Lake Pulse,187.6742594
07-244,CHRYSOPHYTES,Ochromonas,2.280975,Lake Pulse,187.6742594
07-244,CYANOBACTERIA,Pseudanabaena,0.6415243,Lake Pulse,187.6742594
07-244,CHRYSOPHYTES,Pseudokephyrion,0.3421463,Lake Pulse,187.6742594
07-244,DIATOMS,Tabellaria,4.288274,Lake Pulse,187.6742594
07-245,DIATOMS,Achnanthidium,0.2680171,Lake Pulse,431.1612797
07-245,CRYPTOPHYTES,Cryptomonas,9.694144,Lake Pulse,431.1612797
07-245,DIATOMS,Diatoma,3.063053,Lake Pulse,431.1612797
07-245,GREEN ALGAE,Elakatothrix,1.042477,Lake Pulse,431.1612797
07-245,DIATOMS,Lindavia,92.37949,Lake Pulse,431.1612797
07-245,GREEN ALGAE,Monoraphidium,0.6615719,Lake Pulse,431.1612797
07-245,DIATOMS,Navicula,6.534513,Lake Pulse,431.1612797
07-245,CHRYSOPHYTES,Ochromonas,43.8597663,Lake Pulse,431.1612797
07-245,GREEN ALGAE,Oocystis,1.30086836,Lake Pulse,431.1612797
