Lake_ID,altitude,area,perimeter,latitude,longitude,lake_depth,secchi_bottom,Survey,secchi_depth,Sodium,Calcium,Magnesium,Chloride,Potassium,Sulfate,Temperature_up,Temperature_bottom,DO_up,DO_bottom,pH_up,pH_bottom,Conductivity,Chla,TP,TN,DOC,Colour,Stratification,Thermocline_m,Epilimnion_bot,Hypolimnion_top,wind_30d,t2m_30d,ssr_30d,tp_30d,degree_day_thr0,Biom_Cladocera_ugL,Biom_Copepoda_ugL,Biom_OTHER_ugL,Biom_CladOther_ugL,Biom_CopCal_ugL,Biom_CopCyc_ugL,Biom_CopOther_ugL,Biom_Daphnia_ugL,Ecoregion
11-477,809,1.683775,9026.6,54.242465,-125.061656,6.4,No,Lake Pulse,2.44,3.0065625,24.12790909,5.591363636,0.7515,1.257142857,10.37,17.663593,16.727885,8.812332,7.728875,8.19,7.97,0.158913,3.558507,32.92,0.173052865,6.55,23.55901238,stratified,1.337198628,1.145683262,1.487500999,1.679188206,13.18918917,18067777.13,0.109050149,3411.258607,725.081621,53.62833489,0,3.923194691,36.69041903,16.93791586,0,721.1584263,NORTHWESTERN FORESTED MOUNTAINS
11-478,763,0.160296,1635.3,54.037199,-122.84621,4.8,No,Lake Pulse,1.545,1.9165625,6.726909091,2.428363636,1.8815,0.457142857,1.98,20.097252,9.105371,7.972725,0.123485,7.98,7.05,0.058054,9.942023,23.99,0.268530365,18.165,101.0168366,stratified,3.196139993,1.608531725,4.246289836,1.601775634,15.56339609,17207652.66,0.086572213,4015.785263,27.65076505,40.41949669,0,0.084659945,0,40.41949669,0,27.56610511,NORTHWESTERN FORESTED MOUNTAINS
11-481,877,0.443919,3725.6,53.598731,-124.889241,12.8,No,Lake Pulse,2.38,5.8165625,17.51790909,4.268363636,0.3115,2.417142857,0.47,17.877709,7.688137,8.257538,0.018326,8.38,7.1,0.122215,3.750666,37.8,0.287378865,19.255,38.19125793,stratified,5.502016017,4.126918599,6.864020136,1.789110831,14.54426561,18087918.13,0.10557123,3726.07037,300.2287357,21.13041454,0.014503245,83.18157481,13.37561707,7.754797471,0,217.0471609,NORTHWESTERN FORESTED MOUNTAINS
11-482,1027,0.110364,2109.7,53.875399,-124.755299,6.2,No,Lake Pulse,2.235,2.1065625,15.07790909,1.751363636,0.3115,0.667142857,0.77,17.041162,12.491402,8.27967,0.790498,8.19,7.53,0.079278,5.305531,24.44,0.214982865,14.3475,30.29515638,stratified,4.304668796,3.615978156,6.05,1.834474802,14.56321472,17905449.76,0.094556592,3783.546407,6.58325255,55.16318932,0,0.007674295,54.45785487,0.705334448,0,6.575578255,NORTHWESTERN FORESTED MOUNTAINS
11-484,860,0.329639,2678.6,53.977642,-125.898396,12,No,Lake Pulse,0.62,17.1665625,20.62790909,7.893363636,0.015,4.277142857,0.02,16.680267,7.301053,9.02368,0.054864,9.03,6.98,0.205913,7.431179,71.44,1.112946365,23.03,54.97771033,stratified,3.928956156,2.995079018,5.926050939,1.619791988,13.71700288,17114685.21,0.102903963,3655.144516,14.85581754,11.12644255,0,0,11.08534658,0.041095967,0,14.85581754,NORTHWESTERN FORESTED MOUNTAINS
11-488,853,1.603847,8480.4,53.938458,-125.907128,14.5,No,Lake Pulse,2.055,6.9365625,13.64790909,6.079363636,5.8115,5.327142857,1.81,19.218532,8.014586,10.85038,0.045674,9.55,7,0.137101,3.201218,57.85,0.628514865,18.4425,44.92027019,stratified,1.983551487,1.701663172,7.110049737,1.579131826,13.84466219,17122027.82,0.089352734,3724.109507,55.01355707,7.810331742,0,0,7.785328359,0.025003383,0,55.01355707,NORTHWESTERN FORESTED MOUNTAINS
11-489,775,1.927904,11502.9,53.957671,-125.714231,18.9,No,Lake Pulse,3.415,4.8865625,17.05790909,6.227363636,1.0315,2.017142857,1.25,20.374536,6.087445,9.104369,0.017153,8.99,7.13,0.132788,3.744966,20.31,0.287452865,20.2725,35.25262818,stratified,4.408164027,1.404768452,6.322506011,1.567810962,14.06167657,17306426.93,0.083942697,4208.772807,26.85662156,3.420627801,0,5.652497833,3.141347172,0.279280629,0,21.20412373,NORTHWESTERN FORESTED MOUNTAINS
11-490,762,0.525426,4050.2,54.049179,-123.018163,15.5,No,Lake Pulse,4.985,0.8065625,3.916909091,1.360363636,10.5315,3.627142857,0.02,21.327442,4.584208,7.427091,0.14732,7.97,6.7,0.042954,0.820795,18.87,0.329475365,6.825,4.527922412,stratified,4.41067524,2.515170087,6.86158732,1.673391818,15.73873762,16381008.76,0.079833624,4445.758546,146.4940276,74.3485969,0,4.216694446,64.50469832,9.843898583,0,142.2773332,NORTHWESTERN FORESTED MOUNTAINS
11-491,744,7.081227,21620.6,54.120806,-123.004988,5.3,No,Lake Pulse,0.915,2.1765625,11.01790909,3.287363636,13.5215,1.847142857,0.97,19.855066,17.559182,NA,NA,8.99,7.92,0.0789,5.311336,38.7,0.625049865,14.1675,49.32203547,stratified,2.693376323,2.518909672,3.953564356,1.702571724,15.71837736,16545369.25,0.069247316,4465.966539,136.6326021,96.58881707,0,0.196714994,44.38317517,52.2056419,0,136.4358871,NORTHWESTERN FORESTED MOUNTAINS
11-492,756,4.234392,17737.6,54.064509,-123.007832,17.2,No,Lake Pulse,4.455,1.9665625,11.51790909,3.125363636,16.4415,2.347142857,1.49,19.692413,6.081745,NA,NA,8.44,7.11,0.084698,1.555873,17.65,NA,8.3925,15.5303833,stratified,6.817198437,3.568439632,8.942773229,1.687390982,15.70014621,16653899.54,0.068926431,4486.174532,19.12185094,92.01256733,0,4.306208639,66.10200834,25.91055899,0,14.8156423,NORTHWESTERN FORESTED MOUNTAINS
11-493,780,0.128366,1464.2,54.008382,-123.135854,4.4,No,Lake Pulse,1.51,2.8165625,22.11790909,7.245363636,13.2715,6.747142857,10.44,18.807344,14.333099,NA,NA,7.69,6.86,0.164175,5.572654,158.96,1.180659365,29.275,119.4684128,stratified,2.279854321,2.016963551,4.25,1.616534719,15.82795571,16582067.7,0.072615885,4570.567806,231.0921393,4.656749411,0,0,4.64886276,0.007886651,0,231.0921393,NORTHWESTERN FORESTED MOUNTAINS
11-494,719,15.699943,22970.8,53.90613,-124.137247,7.2,No,Lake Pulse,1.34,4.3165625,16.08790909,7.124363636,5.0015,2.147142857,2.41,19.854759,17.146981,NA,NA,9.47,7.81,0.131194,4.517951,124.66,0.633583365,10.14,26.09917256,stratified,4.395429911,4.108524042,5.43282845,1.77966247,15.06810664,17082564.92,0.061334084,4545.501004,137.8520294,62.2839419,0.016791569,1.092408331,49.86720081,12.41674109,0,136.7596211,NORTHWESTERN FORESTED MOUNTAINS
11-495,571,6.845074,18851.2,52.118825,-122.075003,24.1,No,Lake Pulse,1.135,27.5765625,30.24790909,38.50236364,7.9915,4.147142857,9.47,21.412054,5.451252,NA,NA,9.02,7.61,0.454109,2.628653,61.41,NA,12.08,38.53442077,stratified,7.006182468,2.829137741,11.51016807,1.244655935,17.01929181,18748358.57,0.070710901,4913.953628,35.79532576,65.34395905,0,35.79532576,64.41888765,0.9250714,0,0,NORTHWESTERN FORESTED MOUNTAINS
11-498,1493,4.354143,11153.6,51.571867,-123.893069,52.7,No,Lake Pulse,6.925,6.3465625,26.42790909,10.31236364,0.3615,1.347142857,1.77,15.9778,5.072707,NA,NA,8.84,7.67,0.181008,0.918006,13.36,0.174121865,6.14,3.373892726,stratified,8.0309268,7.783864271,14.45617136,1.264631923,12.78578332,18614202.27,0.079332694,4061.854591,5.07589538,21.99370768,0,0.652629886,13.11919759,8.874510085,0,4.423265494,NORTHWESTERN FORESTED MOUNTAINS
11-500,1187,0.350338,3919.7,52.15161,-124.512345,2.1,Yes,Lake Pulse,NA,17.5065625,29.40790909,17.39236364,0.8115,4.347142857,0.02,15.243483,NA,NA,NA,8.39,NA,0.262228,3.508194,46.67,0.354997865,14.7475,26.92351851,mixed,NA,NA,NA,1.530250439,13.31686828,17756374.19,0.068710088,4221.516292,107.1903312,489.7371874,0,0.910275918,451.5060093,38.2311781,0,106.2800553,NORTHWESTERN FORESTED MOUNTAINS
11-501,1116,9.229628,36794.3,52.340193,-125.204735,12.7,No,Lake Pulse,3.19,13.1765625,16.64790909,9.719363636,1.4015,3.237142857,0.48,16.13576,9.658042,NA,NA,8.51,7.52,0.168892,4.350754,24.38,0.234621365,9.6075,30.32931565,stratified,8.60340228,7.987169489,11.47655522,1.463714019,13.53302276,16634475.25,0.065900527,4439.551006,62.78670523,30.07437223,0,0.46567123,9.282531969,20.79184026,0,62.321034,NORTHWESTERN FORESTED MOUNTAINS
11-502,797,0.390779,3774.7,52.341465,-122.236095,22.7,No,Lake Pulse,6.575,4.6865625,37.71790909,28.20236364,0.6315,1.657142857,14.99,18.584501,4.54835,NA,NA,8.55,7.36,0.335781,0.345921,8.03,0.116145865,3.3425,1.535371865,stratified,8.406992752,8.018126889,11.58351889,1.219253032,15.97291199,16935478.59,0.068021854,4992.20222,65.27118787,26.35293464,0,49.05035216,1.544131319,24.80880332,0,16.22083571,NORTHWESTERN FORESTED MOUNTAINS
11-508,1287,1.274679,13246.8,51.83278,-120.388941,30,No,Lake Pulse,4.35,0.9365625,3.685909091,0.764363636,0.0415,0.527142857,0.96,15.923719,4.36948,8.808517,7.049898,NA,NA,0.02613,1.942929,5.96,0.130405865,7.8125,42.55462803,stratified,4.114080562,2.702731815,5.811148827,1.146911391,12.31554643,19641276.16,0.102191046,3433.882684,16.435385,28.62036924,0,0.113673907,26.23385755,2.38651169,0,16.32171109,NORTH AMERICAN DESERTS
11-513,686,1.32326,5179.8,53.035093,-122.626301,7,No,Lake Pulse,1.5,7.0565625,41.21790909,12.60236364,11.0115,2.357142857,13.7,19.637879,16.57411,11.757355,2.628923,9.16,NA,0.274682,2.347573,122.05,0.546421365,9.225,21.29741927,stratified,2.810417022,2.634090546,5.35,1.273248293,14.37689588,17644143.34,0.074937584,3694.725109,1022.543389,8.055982371,0,5.758644655,0.50219948,7.553782891,0,1016.784744,NORTHWESTERN FORESTED MOUNTAINS
11-538,720,0.187209,1871.6,54.398593,-126.023267,5,No,Lake Pulse,2.45,5.6065625,11.05790909,4.918363636,73.2815,1.887142857,0.49,20.011243,19.67404,NA,NA,8.19,NA,0.115102,2.131356,35.64,0.286537365,10.1625,12.05445879,mixed,NA,NA,NA,1.390224762,14.0062041,15786315.44,0.078619778,4476.197856,67.44322074,42.49043882,0,0,42.38601577,0.104423049,0,67.44322074,NORTHWESTERN FORESTED MOUNTAINS
11-539,710,20.604323,28915.5,53.95755,-124.191784,7.4,No,Lake Pulse,0.65,5.5665625,20.16790909,9.045363636,7.2915,3.177142857,1.34,18.798186,18.516697,NA,NA,8.67,NA,0.159651,4.48509,170.99,0.786471865,9.6,16.91824327,mixed,NA,NA,NA,1.829889654,16.16136325,15990021.82,0.047350168,4812.672366,166.4556098,146.9283964,0,74.449223,136.8740668,10.05432962,0,92.00638682,NORTHWESTERN FORESTED MOUNTAINS
11-540,862,0.123061,1308.9,54.574531,-123.807885,5.8,No,Lake Pulse,0.6,0.9365625,3.991909091,3.111363636,0.8615,0.737142857,0.13,17.594874,11.850804,NA,NA,NA,NA,0.038267,19.932249,40.52,0.246406865,20.1975,135.1356809,stratified,2.713790091,2.533072386,4.128317809,1.845495069,15.51764491,16262327.53,0.044102113,4660.978696,NA,NA,NA,NA,NA,NA,NA,NA,NORTHWESTERN FORESTED MOUNTAINS
11-541,888,7.184993,19087,55.120772,-125.196624,41,No,Lake Pulse,4.25,0.9665625,12.97790909,2.190363636,1.6415,0.537142857,6.35,16.256406,5.464503,NA,NA,7.68,NA,0.073797,3.926133,9.33,0.120649365,10.0125,45.24203779,stratified,8.938190398,8.139563156,12.02932765,1.363947631,14.26208717,15995375.2,0.107872601,4555.166893,5.99413379,25.30361523,0,0.351685038,0.198093527,25.1055217,0,5.642448752,NORTHWESTERN FORESTED MOUNTAINS
11-542,921,15.058388,34904.1,55.131569,-124.482396,50,No,Lake Pulse,5.75,1.2365625,15.67790909,2.588363636,1.6115,0.317142857,15.66,15.206521,5.356524,NA,NA,NA,NA,0.078578,1.563791,11.16,0.054421365,5.29,20.39755126,stratified,14.39179726,11.1042925,15.33509943,1.542658766,13.45770167,16040761.92,0.093264339,4484.917762,9.451051788,10.32854062,0,0.787595411,5.363901663,4.964638955,0,8.663456377,NORTHWESTERN FORESTED MOUNTAINS
11-543,993,0.157174,2188.3,55.334542,-125.318096,12,No,Lake Pulse,3.25,0.7365625,17.86790909,4.414363636,0.7815,0.177142857,1.71,16.041484,5.484927,NA,NA,NA,NA,0.09416,2.893413,10.2,0.105997365,9.8375,50.68523817,stratified,3.502304302,3.004668745,6.215457814,1.238347249,12.7337983,15590127.2,0.114571987,4260.00506,5.910250939,17.50765773,0,5.711443975,11.42495136,6.082706372,0,0.198806964,NORTHWESTERN FORESTED MOUNTAINS
11-544,884,0.171858,1884.1,54.035583,-125.040308,1.8,Yes,Lake Pulse,NA,92.8465625,207.1779091,35.37236364,29.2115,15.00714286,764.27,14.224943,NA,NA,NA,NA,NA,1.181508,1.436698,13.85,0.275039365,18.1175,38.9591524,mixed,NA,NA,NA,1.767686865,15.31351414,16443128.45,0.041124124,4790.962271,11.04837474,49.26299825,0,9.490988593,49.13745664,0.125541608,0,1.557386146,NORTHWESTERN FORESTED MOUNTAINS
11-545,701,0.344658,2172.3,54.051353,-124.777216,5,No,Lake Pulse,0.55,22.7665625,40.96790909,19.30236364,27.6115,8.967142857,1.2,17.234955,16.880528,NA,NA,8.08,NA,0.366571,7.219337,237.05,1.244810865,28.99,52.24373446,mixed,NA,NA,NA,1.788120645,15.21179205,16477559.76,0.040933916,4799.312343,225.9008997,315.2263854,0,0,251.9732483,63.2531371,0,225.9008997,NORTHWESTERN FORESTED MOUNTAINS
11-546,839,0.124554,1917.4,54.168663,-124.208658,3.8,No,Lake Pulse,0.95,2.5165625,8.448909091,3.796363636,0.1315,1.077142857,0.02,16.769785,16.38925,NA,NA,8.35,NA,0.062824,13.900697,37.1,0.271226365,18.975,100.0222386,mixed,NA,NA,NA,1.796514565,15.38555408,15689647.42,0.044064362,4852.367698,7.043362064,260.6309503,0,0.828533501,0,260.6309503,0,6.214828563,NORTHWESTERN FORESTED MOUNTAINS
11-547,813,8.208918,29958.3,53.607447,-123.488697,19,No,Lake Pulse,2.9,3.0665625,18.40790909,10.91236364,0.6815,1.607142857,1.08,16.17711,8.241972,NA,NA,8.48,NA,0.144616,2.963637,NA,0.206251365,11.7275,31.07922895,stratified,8.105179314,7.882439098,15.8928518,1.626454388,14.84477423,15757456.91,0.04134918,4737.790051,72.71741629,62.01280138,0,0.388830183,39.88761853,22.12518285,0,72.32858611,NORTHWESTERN FORESTED MOUNTAINS
11-548,854,0.254161,2618,53.539827,-122.942903,5,No,Lake Pulse,1.75,1.8965625,14.23790909,6.293363636,0.7115,0.407142857,0.02,16.867535,16.763121,NA,NA,8.11,NA,0.097001,2.583573,52.6,0.309463865,16.245,40.23177636,mixed,NA,NA,NA,1.57923616,15.16526351,15637342.26,0.059112571,4719.458697,231.2519802,94.37470335,0.007351716,0,84.71885364,9.655849714,0,231.2519802,NORTHWESTERN FORESTED MOUNTAINS
11-556,883,0.20094,2112.6,51.734097,-121.352237,3.4,Yes,Lake Pulse,NA,173.6865625,13.08790909,111.1923636,199.6215,8.157142857,103.67,18.502663,NA,9.627663,NA,9.14,NA,1.355136,4.421427,17.02,0.952185365,14.8075,13.85056134,mixed,NA,NA,NA,1.481096089,13.96009147,18443961.83,0.097341469,3724.506424,288.9574814,60.07565429,0,0.133613636,59.97733205,0.098322235,0,288.8238678,NORTHWESTERN FORESTED MOUNTAINS
11-558,701,3.692237,9135.2,53.916375,-122.54217,9.3,No,Lake Pulse,2.65,4.0065625,19.13790909,3.938363636,4.5715,0.717142857,5.215,18.407804,15.582215,8.433095,4.511191,7.83,7.56,0.12328,3.323737,22.06,0.211881365,8.67,20.34424385,stratified,7.534501829,6.067347477,8.048532918,1.569719311,14.45147755,17994073.07,0.055460868,3591.204763,173.2765788,65.4470983,0,0.229894136,28.14486315,37.30223515,0,173.0466847,NORTHWESTERN FORESTED MOUNTAINS
11-589,671,6.190547,25618.1,55.084266,-123.038133,36,No,Lake Pulse,2.9,1.2965625,19.44790909,3.862363636,0.5515,0.447142857,1.87,16.249936,NA,8.171351,NA,8.3,8.12,0.105685,4.781285,15.49,0.084877865,6.1075,28.91789035,stratified,10.17617586,7.492288807,11.75393394,1.661505999,14.25928301,15037939.13,0.099769161,4576.008891,12.42713139,14.15683511,0,2.406765569,6.261546769,7.854527393,0.040760949,10.02036582,NORTHWESTERN FORESTED MOUNTAINS
11-590,602,0.562801,4846.5,54.115384,-122.064291,18,No,Lake Pulse,1.375,2.8365625,11.23790909,5.328363636,1.2015,0.987142857,1.43,17.730476,5.943284,6.426154,0.024777,7.99,7.6,0.087687,4.74719,26.93,0.178654865,13.6675,105.5790064,stratified,3.467886794,3.040289432,5.845566581,1.326093751,15.47259684,15052799.89,0.110028776,4720.428793,45.7959416,24.18750525,0,0.341932369,20.384858,3.802647242,0,45.45400923,NORTHWESTERN FORESTED MOUNTAINS
11-625,717,0.383407,3345.8,54.416617,-122.618301,26.7,No,Lake Pulse,6.75,0.8165625,6.430909091,1.203363636,9.1115,0.287142857,4.11,18.580602,4.35385,8.843019,NA,7.17,6.42,0.040275,0.851363,10.15,0.062395365,4.5075,8.404776749,stratified,4.083724779,3.216063496,6.575692161,1.544777098,14.90026486,15440144.78,0.108173159,4421.057481,26.08465712,35.17884672,0,0.093169336,0,35.17884672,0,25.99148779,NORTHWESTERN FORESTED MOUNTAINS
11-626,885,0.2331,2073,54.67022,-123.558782,13.7,No,Lake Pulse,2.15,0.9265625,6.986909091,2.870363636,2.7915,0.517142857,0.71,17.929323,4.76571,7.832914,NA,7.64,6.71,0.047833,4.95727,14.17,0.152959865,18.3175,105.4228815,stratified,2.708775741,2.501159006,5.322626838,1.883940531,15.03366287,16254487.6,0.057285994,4543.344708,32.29893549,55.83184913,0,3.096177122,18.59514645,37.23670268,0,29.20275837,NORTHWESTERN FORESTED MOUNTAINS
11-627,722,0.228167,2256.4,54.269426,-122.616376,7.3,No,Lake Pulse,0.95,0.6665625,4.409909091,0.897363636,2.3715,0.327142857,0.24,17.984847,7.988909,8.305112,0.032165,7.7,6.65,0.026761,18.694541,19.31,0.248929365,13.785,38.28145354,stratified,3.003519508,2.725274534,5.094859372,1.471392186,15.5337519,15802039.17,0.089676523,4565.539411,0.066182839,23.783648,0,0,0,23.783648,0,0.066182839,NORTHWESTERN FORESTED MOUNTAINS
11-628,700,0.662624,5776.2,54.450825,-122.695605,7.1,No,Lake Pulse,2.2,0.8565625,4.119909091,1.563363636,5.7915,0.257142857,2.76,17.521281,9.817574,7.437949,0.321976,7.17,6.64,0.030214,5.709988,15.52,0.096154365,12.1575,71.20717913,stratified,3.484246711,3.246519628,5.896748641,1.545285582,14.98387463,15927741.23,0.097646382,4481.467114,20.13702066,46.99307779,0,0.465474791,39.34461754,7.648460246,0,19.67154587,NORTHWESTERN FORESTED MOUNTAINS
11-629,707,12.939057,39583,54.277084,-122.678241,16.4,No,Lake Pulse,4.05,1.5765625,8.149909091,2.675363636,8.6015,0.437142857,3.86,17.955651,7.540623,8.323543,0.023574,7.7,6.8,0.057112,5.035694,12.81,0.106470365,9.0625,26.79044238,stratified,5.883749593,5.197474651,11.41491167,1.542139172,15.75878924,16158536.3,0.08661432,4664.340628,27.24013788,22.74401228,0,4.705739656,12.65072029,10.093292,0,22.53439823,NORTHWESTERN FORESTED MOUNTAINS
11-631,597,5.265444,15688.4,52.94939,-122.420822,8.6,No,Lake Pulse,4.95,9.2065625,31.60790909,16.79236364,12.0615,3.647142857,17.61,19.914346,19.869338,7.526078,7.486774,8.34,NA,0.284909,1.033311,8.91,0.260504365,7.865,5.736357589,mixed,NA,NA,NA,1.309038118,16.59597463,16268997.31,0.066400005,4946.001384,70.88010359,1.553248723,0,2.3642654,1.267068531,0.286180192,0,68.51583819,NORTHWESTERN FORESTED MOUNTAINS
11-632,904,7.963203,22547.5,53.268784,-122.097099,3.6,No,Lake Pulse,2.35,0.8065625,5.975909091,1.216363636,0.6115,0.417142857,0.57,17.109919,16.935091,8.292578,8.280145,7.68,NA,0.035561,3.880566,16.88,0.116024865,7.755,27.36351686,mixed,NA,NA,NA,1.447362178,14.12606656,16196521.9,0.109490095,4490.156792,211.1801624,58.28828047,0,3.062272835,47.55754572,10.73073475,0,208.1178896,NORTHWESTERN FORESTED MOUNTAINS
11-633,1220,0.109586,2089,53.149595,-121.534574,9.5,No,Lake Pulse,7.05,0.7165625,29.76790909,6.224363636,0.3015,0.147142857,0.67,15.35648,6.3332,8.342921,0.733324,7.6,7.18,0.149219,0.695285,9.6,0.082967865,3.185,4.045804477,stratified,5.741476415,5.215816385,7.725881246,1.275248189,12.44765872,15987301.25,0.160121714,4230.62033,31.25742951,3.931429666,0,0.396719635,1.814763085,2.116666581,0,30.86070987,NORTHWESTERN FORESTED MOUNTAINS
12-460,54,0.158298,1794.4,49.044741,-122.310811,12.2,No,Lake Pulse,1.885,28.3665625,2.470909091,0.273363636,45.8415,0.317142857,0.53,20.885739,4.201587,8.061345,0.051234,8.02,6.58,0.162987,8.633376,29.61,0.170288865,3.48,6.512460999,stratified,3.538525786,1.600908559,5.70176064,1.2203407,15.66593461,18399097.34,0.062698261,4137.710122,35.95382757,111.381215,0,29.12326326,39.61040583,71.77080918,0,6.830564311,MARINE WEST COAST FOREST
12-461,14,0.273986,4739.9,49.243327,-122.946538,2,No,Lake Pulse,1.215,25.3265625,18.62790909,2.862363636,44.7615,2.267142857,5.07,18.982494,NA,1.851856,NA,7.61,NA,0.246665,3.361596,56.1,NA,6.84,30.33870055,stratified,1.605907009,1.056126244,1.974726729,1.661106845,16.0444966,20427996.16,0.064171438,4106.550792,633.9946838,163.2031943,4.49854588,533.3441097,5.911710919,157.2914833,0,100.6505741,MARINE WEST COAST FOREST
12-462,21,0.30413,2398.4,49.236235,-122.97178,5.2,No,Lake Pulse,4.12,48.0465625,19.40790909,3.493363636,83.4815,1.177142857,5.84,20.793567,17.976411,9.061916,2.924008,7.87,7.12,0.358573,1.258265,14.43,0.162506365,3.4225,12.31921977,stratified,4.292450091,2.593280038,4.55,1.670701995,16.01505366,20444483.15,0.064152861,4083.862666,119.2377003,31.28950492,0,1.200758312,9.14946748,22.14003744,0,118.036942,MARINE WEST COAST FOREST
12-463,37,0.594366,6121.1,49.647232,-124.02279,53.9,No,Lake Pulse,6.79,5.0965625,5.184909091,0.987363636,5.4315,0.547142857,2.97,22.206299,4.527554,8.800758,3.075941,8.18,6.68,0.060521,0.794429,NA,NA,2.8525,4.717759127,stratified,5.12272437,4.270913028,8.133776622,1.911052708,16.51543614,22298652.22,0.036866578,4038.100585,7.264611066,11.68019343,0,0.822098042,1.839761558,9.840431876,0,6.442513024,MARINE WEST COAST FOREST
12-464,12,0.121819,1797,49.613256,-124.023197,3.5,No,Lake Pulse,2.345,7.6965625,7.514909091,1.331363636,9.7015,0.987142857,1.53,22.306555,NA,8.059271,NA,8,NA,0.086859,7.963447,15.67,0.137739865,5.37,11.01417454,mixed,NA,NA,NA,1.7590001,15.2019819,21791875.69,0.036348272,3852.223403,1.025168667,12.21787018,0.006274152,1.025168667,11.87819792,0.339672261,0,0,MARINE WEST COAST FOREST
12-465,641,1.030145,5619.8,50.114032,-122.981403,17.5,No,Lake Pulse,7.805,6.9765625,15.35790909,0.861363636,9.8915,0.877142857,21.66,18.089885,9.477786,9.027309,10.057613,8.46,7.37,0.11509,0.915617,6.05,NA,2.385,0.853817821,stratified,8.506605633,8.014372247,9.430011809,0.756977076,8.829294878,13435632.08,0.076963741,3046.012221,12.18501338,1.792278175,0,5.328669531,0,1.792278175,0,6.856343851,MARINE WEST COAST FOREST
12-467,632,1.982403,10957.7,50.151407,-122.931788,41.8,No,Lake Pulse,3.08,1.2865625,9.947909091,0.229363636,1.2615,0.357142857,7.74,12.919997,5.453465,10.277323,9.285044,8.33,7.22,0.049299,0.351425,6.01,0.086351865,1.055,1.045952283,stratified,2.050841839,1.68995221,2.282702995,0.716371519,10.71038634,14755898.97,0.083878198,3311.868304,2.135223343,1.406861942,0,0.758758237,0,1.406861942,0,1.376465106,MARINE WEST COAST FOREST
12-473,672,0.680251,4150.5,54.934739,-127.55412,14.7,No,Lake Pulse,4.785,2.7565625,14.59790909,2.048363636,0.2415,0.367142857,0.38,20.066091,6.931001,8.574182,6.744964,8.39,7.44,0.088964,1.175197,8.45,NA,7.65,15.73008097,stratified,4.923231857,4.102756621,8.005897352,0.955171905,13.13940086,17847723.65,0.083943219,3377.626442,57.72586257,38.70774565,0,0,3.32308604,35.38465961,0,57.72586257,MARINE WEST COAST FOREST
12-474,75,13.270453,25674.7,54.381312,-128.559744,29.3,No,Lake Pulse,5.07,2.4065625,8.662909091,0.717363636,2.1615,0.317142857,2.25,20.449658,8.468813,9.180015,6.430016,7.4,7.02,0.059133,0.758049,NA,NA,1.065,4.640894365,stratified,14.11186055,8.259182768,21.00379181,0.922394896,15.06055933,15131499.61,0.09542954,3845.290674,5.286444259,11.59637853,0,0.544932698,0.311430766,11.28494776,0,4.741511561,MARINE WEST COAST FOREST
12-475,67,2.538174,15963.6,54.209495,-130.147927,32.3,No,Lake Pulse,2.165,1.0465625,0.438909091,0.132363636,1.4415,0.097142857,0.39,19.178504,7.185159,8.421257,9.068679,5.92,NA,0.012118,2.243521,9.87,0.025,5.945,39.32814217,stratified,9.511522092,6.246131853,10.61414867,1.38315127,14.2145254,16204696.78,0.107991485,3719.100676,22.92191119,1.193029832,0,14.60113844,1.116712863,0.076316969,0,8.320772754,MARINE WEST COAST FOREST
12-504,219,6.27463,19916.1,49.443092,-122.020294,45,No,Lake Pulse,15.445,0.5565625,2.466909091,0.208363636,0.3215,0.127142857,2.19,19.239055,NA,9.138781,NA,NA,NA,NA,0.210521,2.54,0.025,0.265,0,stratified,11.902932,9.489908987,18.81344975,0.896955368,15.41807379,15803013.78,0.056647647,4764.787784,1.414013337,0.251940035,0,1.128674182,0.186513262,0.065426773,0,0.285339155,MARINE WEST COAST FOREST
12-528,96,0.170159,2316.5,56.051194,-129.902444,12,No,Lake Pulse,6.65,0.7665625,19.52790909,2.687363636,0.1415,0.387142857,11.85,17.072452,6.410813,NA,NA,NA,NA,0.104149,1.17856,8.42,NA,1.27,1.698189679,stratified,3.123435861,2.160633376,7.406813918,0.978388126,11.57307097,12522529.16,0.152876009,3795.324828,23.61627559,0.591256589,0,23.61627559,0,0.591256589,0,0,MARINE WEST COAST FOREST
12-529,345,0.708621,8246.6,55.83382,-128.830233,25,No,Lake Pulse,5.3,1.8965625,7.154909091,0.692363636,0.1415,0.207142857,0.69,18.619247,4.634606,NA,NA,6.49,6.83,0.045615,0.82715,9.98,NA,3.1,7.618108552,stratified,0.622979137,0.500483379,6.826244599,0.901808744,14.23194603,14589486.18,0.110395383,4423.001209,19.05470827,26.99332737,0,19.05470827,4.685842351,22.30748502,0,0,MARINE WEST COAST FOREST
12-530,429,0.530264,4718.4,55.649296,-128.644809,14,No,Lake Pulse,4.3,1.6765625,7.420909091,1.593363636,0.2915,0.187142857,2.97,18.683012,6.18962,NA,NA,6.51,6.65,0.050933,1.373428,6.54,0.079736865,4.345,10.22852026,stratified,4.009149849,1.675195948,6.921354687,0.929822098,14.53433573,14694506.24,0.109029954,4550.597707,28.8297069,11.50217496,0,25.88543423,4.335074131,7.167100826,0,2.944272673,MARINE WEST COAST FOREST
